db_id,jaar van uitgave,editie,display_title,nummer,uitgever,verkend,herzien,bewerkt,uitgave,bijgewerkt,opname_jaar,basis_jaar,basis,schaal,bewerker,reproductie,editie,waterstaatskaart,bijkaart_we,bijkaart_hw,exemplaren,urls
62,[1883],1,20 - ENKHUIZEN 2,20,Top. Inrigting,1880,"",1883,"","","","","",Schaal van 10000 Meters,"","",1,false,false,false,3,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/20 Enkhuizen-2.jpg
63,[1882],1,21 - ZWOLLE 1,21,Top. Inrigting,1880,"",1882,"","","","","",Schaal van 10000 Meters,"","",1,false,false,false,3,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/21 Zwolle-1.jpg
64,[1883],1,21 - ZWOLLE 2,21,Top. Inrigting,1881,"",1883,"","","","","",Schaal van 10000 Meters,"","",1,false,false,false,3,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/21 Zwolle-2.jpg
65,[1882],1,21 - ZWOLLE 3,21,Top. Inrigting,1880,"",1882,"","","","","",Schaal van 10000 Meters,"","",1,false,false,false,4,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/21 Zwolle-3.jpg
66,[1883],1,21 - ZWOLLE 4,21,Top. Inrigting,1880,"",1883,"","","","","",Schaal van 10000 Meters,"","",1,false,false,false,3,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/21 Zwolle-4.jpg
67,[1885],1,22 - COEVORDEN 1,22,Top. Inrichting,1884,"",1885,"","","","","",Schaal van 10000 Meters,"","",1,false,false,false,3,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/22 Coevorden-1.jpg
68,[1885],1,22 - COEVORDEN 2,22,Top. Inrichting,1884,"",1885,"","","","","",Schaal van 10000 Meters,"","",1,false,false,false,3,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/22 Coevorden-2.jpg
69,[1885],1,22 - COEVORDEN 3,22,Top. Inrichting,1883,"",1885,"","","","","",Schaal van 10000 Meters,"","",1,false,false,false,3,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/22 Coevorden-3.jpg
70,[1884],1,22 - COEVORDEN 4,22,Top. Inrichting,1883,"",1884,"","","","","",Schaal van 10000 Meters,"","",1,false,false,false,3,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/22 Coevorden-4.jpg
71,[1885],1,23 - NIEUW SCHOONEBEEK,23,Top. Inrichting,1884,"",1885,"","","","","",Schaal van 10000 Meters,"","",1,false,false,false,3,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/23 Nieuw-Schoonebeek.jpg
72,[1866],1,24 - HILLEGOM 1,24,Min. v. Oorl. Top. Bur.,"","",1866,"","","","","","Schaal van 10,000 Ellen","","",1,false,false,false,3,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/24 Hillegom-1.jpg
73,[1867],1,24 - HILLEGOM 2,24,Min. v. Oorl. Top. Bur.,"","",1867,"","","","","",Schaal van 10000 Ellen,"","",1,false,false,false,3,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/24 Hillegom-2.jpg
954,[1866],1,25 - AMSTERDAM 1,25,,,,1866,,,,,,,,,1,false,false,false,1,""
955,[1866],1,25 - AMSTERDAM 2,25,,,,1866,,,,,,,,,1,false,false,false,2,https://objects.library.uu.nl/reader/index.php?obj=1874-389916&lan=nl#page//13/25/85/132585391526723413534987653647112235155.jpg/mode/1up
956,[1865],1,25 - AMSTERDAM 3,25,,,,1865,,,,,,,,,1,false,false,false,2,https://objects.library.uu.nl/reader/index.php?obj=1874-389916&lan=nl#page//48/94/23/48942319456802790896899031170210657734.jpg/mode/1up
957,[1865],1,25 - AMSTERDAM 4,25,,,,1865,,,,,,,,,1,false,false,false,2,https://objects.library.uu.nl/reader/index.php?obj=1874-389916&lan=nl#page//14/41/83/144183346394842382028691080006289338179.jpg/mode/1up
78,[1880],1,26 - HARDERWIJK 1,26,Top. Inrigting,1878,"",1880,"","","","","",Schaal van 10000 Meters,"","",1,false,false,false,4,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/26 Harderwijk-1.jpg
79,[1880],1,26 - HARDERWIJK 2,26,Top. Inrigting,1878,"",1880,"","","","","",Schaal van 10000 Meters,"","",1,false,false,false,3,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/26 Harderwijk-2.jpg
80,[1882],1,27 - HATTEM 1,27,Top. Inrigting,1880,"",1882,"","","","","",Schaal van 10000 Meters,"","",1,false,false,false,3,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/27 Hattem-1.jpg
81,[1882],1,27 - HATTEM 2,27,Top. Inrigting,1880,"",1882,"","","","","",Schaal van 10000 Meters,"","",1,false,false,false,4,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/27 Hattem-2.jpg
82,[1882],1,27 - HATTEM 3,27,Top. Inrigting,1880,"",1882,"","","","","",Schaal van 10000 Meters,"","",1,false,false,false,4,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/27 Hattem-3.jpg
83,[1883],1,27 - HATTEM 4,27,Top. Inrigting,1880,"",1883,"","","","","",Schaal van 10000 Meters,"","",1,false,false,false,3,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/27 Hattem-4.jpg
84,[1884],1,28 - ALMELO 1,28,Top. Inrichting,1883,"",1884,"","","","","",Schaal van 10000 Meters,"","",1,false,false,false,3,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/28 Almelo-1.jpg
85,[1885],1,28 - ALMELO 2,28,Top. Inrichting,1883,"",1885,"","","","","",Schaal van 10000 Meters,"","",1,false,false,false,3,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/28 Almelo-2.jpg
86,[1884],1,28 - ALMELO 3,28,Top. Inrichting,1882,"",1884,"","","","","",Schaal van 10000 Meters,"","",1,false,false,false,3,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/28 Almelo-3.jpg
87,[1884],1,28 - ALMELO 4,28,Top. Inrichting,1882,"",1884,"","","","","",Schaal van 10000 Meters,"","",1,false,false,false,3,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/28 Almelo-4.jpg
88,[1885],1,29 - DENEKAMP 1,29,Top. Inrichting,1883,"",1885,"","","","","",Schaal van 10000 Meters,"","",1,false,false,false,3,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/29 Denekamp-1.jpg
89,[1884],1,29 - DENEKAMP 2,29,Top. Inrichting,1882,"",1884,"","","","","",Schaal van 10000 Meters,"","",1,false,false,false,3,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/29 Denekamp-2.jpg
958,[1868],1,30 - 'S GRAVENHAGE 1,30,,,,1868,,,,,,,,,1,false,false,false,1,""
91,[1868],1,30 - 'S GRAVENHAGE 2,30,Min. v. Oorl. Top. Bur.,"","",1868,"","","","","",Schaal van 10000 Ellen,"","",1,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/30 's-Gravenhage-2.jpg
959,[1868],1,30 - 'S GRAVENHAGE 3,30,,,,1868,,,,,,,,,1,false,false,false,1,""
93,[1869],1,31 - UTRECHT 1,31,Top. Bur.,"","",1869,"","","","","",Schaal van 10000 Ellen,"","",1,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/31 Utrecht-1.jpg
94,[1869],1,31 - UTRECHT 2,31,Top. Bureau,"","",1869,"","","","","",Schaal van 10000 Ellen,"","",1,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/31 Utrecht-2.jpg
95,[1869],1,31 - UTRECHT 3,31,Top. Bur.,"","",1869,"","","","","",Schaal van 10000 Ellen,"","",1,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/31 Utrecht-3.jpg
96,[1869],1,31 - UTRECHT 4,31,Top. Bur.,"","",1869,"","","","","",Schaal van 10000 Ellen,"","",1,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/31 Utrecht-4.jpg
97,[1880],1,32 - AMERSFOORT 1,32,Top. Inrigting,1878,"",1880,"","","","","",Schaal van 10000 Meters,"","",1,false,false,false,3,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/32 Amersfoort-1.jpg
98,[1880],1,32 - AMERSFOORT 2,32,Top. Inrigting,1878,"",1880,"","","","","",Schaal van 10000 Meters,"","",1,false,false,false,3,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/32 Amersfoort-2.jpg
99,[1880],1,32 - AMERSFOORT 3,32,Top. Inrigting,1879,"",1880,"","","","","",Schaal van 10000 Meters,"","",1,false,false,false,3,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/32 Amersfoort-3.jpg
